TweetText,SentBy,SenderLocation,SendDate
RT @choycebrown: mango is the best fruit,Shauna_kay,"St. Thomas, Jamaica ✈️ USA ",12/9/20 0:16
"I don’t even know. It changes depending on how I feel/what I crave at the moment. Right now, I could go for a fruit… https://t.co/cf6HMaEg7c",RavenLewdvi,My room,12/9/20 0:16
Who remembers fruit leather. Who the fuck came up with that idea? Why on earth did it get popular?,GavrielHacohen,"Portland, OR",12/9/20 0:16
@roottootshoot go fruit go,bigbabybunnie2,,12/9/20 0:16
fruit to fruit telepathy ? https://t.co/6CoKy4CbyN,cainapologist,24•bisexual•leo,12/9/20 0:16
I need some fruit 😩,PrettyMykel_,,12/9/20 0:16
RT @choycebrown: mango is the best fruit,jacquel__,United States,12/9/20 0:16
RT @choycebrown: mango is the best fruit,Alexiaa_x333,,12/9/20 0:16
RT @choycebrown: mango is the best fruit,KBAAANNDS,,12/9/20 0:16
Jalapeño a fruit though mb 😬,VeneshaLaVie,Midwest,12/9/20 0:16
I want some scooby doo fruit snacks 😩. So 🔥,Karlekay,,12/9/20 0:16
So far fruit girl is winning and you can bet 100% if she does I’m gonna design her with all the same tropes I do to… https://t.co/ZGjeALOxPG,rabbit_007,Old-Timey Malt Shop 🍫🍦,12/9/20 0:16
RT @choycebrown: mango is the best fruit,pancho_cast21,"Georgia, USA",12/9/20 0:16
RT @VlRGOSOL: this is fucked but im also kind of laughing thinking abt gongmyung in some warm waiting room texting doyoung who’s out in the…,sweetkpopfanfic,,12/9/20 0:16
@abjectwhore https://t.co/QAbRLcMTDP makes me think of you 😍,urfinalgirl,FUCK SPN WRITERS ,12/9/20 0:16
RT @choycebrown: mango is the best fruit,sarahhhmari,thought is love’s currency,12/9/20 0:16
RT @choycebrown: mango is the best fruit,mehvsa,,12/9/20 0:16
"RT @UFWupdates: Imelda shared a video of the kiwi harvest in Kern County CA. Working 6 days a week, 9 hours a day, Imelda and her coworkers…",NeoBillyG,,12/9/20 0:16
@DineshDSouza This guy was a fruit loop when he was 45,Wellwhaddayano,,12/9/20 0:16
RT @choycebrown: mango is the best fruit,shayyxx__,"SF Bay Area, CA  🌉",12/9/20 0:16
RT @choycebrown: mango is the best fruit,S_breezy_1228,drowning in my own thoughts,12/9/20 0:16
Wear a Green Market With Maison Margiela's Fruit and Vegetab... https://t.co/y8tnRUvTEH,fngdesign,Southern California,12/9/20 0:16
RT @AVO_LJ: Chick-fil-A lemonade x hi-c fruit punch most elite,Fjtour2,Atlanta ,12/9/20 0:16
RT @realTuckFrumper: A neurotoxic insecticide sprayed on corn and fruit remains legal thanks to Trump’s EPA https://t.co/hnGyMPDPt2,ljoehobbs,,12/9/20 0:16
I love shopping for fruit and veggies ❤️❤️,__femaleWEEZY_,raising my two ,12/9/20 0:16
RT @EckTOLLEQuotes: Do not be concerned with the fruit of your action - just give attention to the action itself. The fruit will come of it…,ilikeridebike,"Green Mountains, USA",12/9/20 0:16
RT @choycebrown: mango is the best fruit,jaycarreon_stc,"Waco, TX",12/9/20 0:16
RT @realTuckFrumper: A neurotoxic insecticide sprayed on corn and fruit remains legal thanks to Trump’s EPA https://t.co/hnGyMPDPt2,ljall00,"Scottsdale, AZ",12/9/20 0:16
RT @choycebrown: mango is the best fruit,itschungamf,,12/9/20 0:16
@eggsintoast Keila is my OC and I'm currently obsessed with fruit teas! 🍵🍓 https://t.co/F41TNVeCEh,RizeosCreations,"Scotland, United Kingdom",12/9/20 0:16
RT @choycebrown: mango is the best fruit,Buttaapecann, Brooklyn ,12/9/20 0:16
RT @choycebrown: mango is the best fruit,priscillaazoe,,12/9/20 0:16
RT @choycebrown: mango is the best fruit,avalyn_e,"Corpus Christi, TX",12/9/20 0:15
"@NYFarmer Tried Stark Brothers apple and peach trees in MA, with little luck. They don't seem well acclimated to Ne… https://t.co/IsDzecU6jC",PrunusMaritima,New England,12/9/20 0:15
mangos&gt;&gt; any other fruit,courtneyyyeliz,"Louisville, KY",12/9/20 0:15
"@MothyEnby @thepopeofmusic Acerola
Apple
Apricot
Avocado
Banana
Blackberry
Blackcurrant
Blueberry
Breadfruit
Cantal… https://t.co/kWedMmrdbb",pablothecatsnek,,12/9/20 0:15
fruit and popcorn,neebslog,popcorn aisle,12/9/20 0:15
Mix 1/3 cup grits with 1 pound hot dogs. Sprinkle with Passion Fruit Juice. Drain. Serve the next morning for breakfast.,thechef2017,,12/9/20 0:15
RT @tea_francis: The Daily Emerald™️: Let’s see if I can post this without some ignorant nonsense about killing them popping up in my menti…,CompostWitch,"Somerville, MA",12/9/20 0:15
RT @choycebrown: mango is the best fruit,_educkkk,"columbus,oh",12/9/20 0:15
"RT @UFWupdates: Imelda shared a video of the kiwi harvest in Kern County CA. Working 6 days a week, 9 hours a day, Imelda and her coworkers…",EctopicWords,California,12/9/20 0:15
@the_Zubes Natures fruit juice,steveleggett,Toronto,12/9/20 0:15
RT @choycebrown: mango is the best fruit,camilaxdiaz,"Miami, FL",12/9/20 0:15
"Dietician, apples? Come in, let us make a fruit salad.",rose5esq,"Universal, Scorpio x Toronto ",12/9/20 0:15
"RT @itzhq: [HIRAYA]
-“fruit of one’s hopes, dreams, and aspirations”

Akaashi Keiji is a professional writer who simps for the model Bokuto…",tsukikeigakirei,Kuroo's 🌌,12/9/20 0:15
@fentybeauty I need fruit snackz and cookie jar ☹️,kingkwana,"Rhode Island, USA",12/9/20 0:15
RT @choycebrown: mango is the best fruit,Mcdsfreewifi,,12/9/20 0:15
@EmkatlavKaye SMOOTHIES ARE THE INTEGRALS OF FRUIT SALADS ZHDVJSDJ,ineedmattatonin,18+ she/her I’m 18,12/9/20 0:15
"RT @myouishyo: But at last, at MAMA stage, Jihyo was biting the fruit and that's when Adam followed Eve, became sinned and tainted together…",ktub_in,around the world,12/9/20 0:15
RT @lawhawk: @JillDLawrence @USATODAY @usatodayopinion Everything is fair game but start with the low hanging fruit. Start with the Cohen f…,gamefish42,,12/9/20 0:15
"RT @UFWupdates: Imelda shared a video of the kiwi harvest in Kern County CA. Working 6 days a week, 9 hours a day, Imelda and her coworkers…",BetoDaze,"East Palo Alto, CA",12/9/20 0:15
RT @SBVico19: Happiness (and sadness) for me is emotionally-driven and can be influenced by external factors. Joy on the other hand is a di…,mamonja18,Freezer sa Farm,12/9/20 0:15
"RT @fentyfairies: fruit shaped bus stops in konagai, japan https://t.co/uuqqx4DsH7",Misterhornyj,ไม่บอกหรอก แบร่,12/9/20 0:15
RT @choycebrown: mango is the best fruit,hgmarri,NY,12/9/20 0:15
RT @choycebrown: mango is the best fruit,jenimal88,,12/9/20 0:15
RT @choycebrown: mango is the best fruit,taracodie,,12/9/20 0:15
@Pekoolyer That damn fruit cake that was always left in a random place lmfao,G0Honey,peach state ,12/9/20 0:15
RT @choycebrown: mango is the best fruit,lifeasprincesss,,12/9/20 0:15
"A table, a chair, a bowl of fruit and a violin; what else does a man need to be happy? Albert Einstein December 09, 2020 at 01:15AM",JHE_IEJ_HRJ,United States,12/9/20 0:15
@RichieT_FTW @toddeherman @j_mundry @DineshDSouza You are low hanging fruit for the media. If you believe all they… https://t.co/kd2DHIrSi1,scsweettea2,,12/9/20 0:15
"Our Fermented Organic Greens features an organic fruit, vegetable, and grass blend grown at Factors Farms® in BC. W… https://t.co/4sNAClhqf0",WholeEarthSea,,12/9/20 0:15
To whom it may concern... I will eat your chirrren fruit snacks,IAN_2_Smooth,"New Orleans, LA/ Natchitoches",12/9/20 0:15
"RT @sftw33e: Yuzu citrus fruit. I used the peel for miso soup, boiled vegetables seasoned with soy sauce, and spaghetti with cream sauce...…",GBandTw,,12/9/20 0:15
RT @choycebrown: mango is the best fruit,SemiPerfect,,12/9/20 0:15
RT @EckTOLLEQuotes: Do not be concerned with the fruit of your action - just give attention to the action itself. The fruit will come of it…,dummyartistkay,Sage Mode,12/9/20 0:15
RT @choycebrown: mango is the best fruit,NoTwterRachelle,"Florida, USA",12/9/20 0:14
RT @choycebrown: mango is the best fruit,KemariWilli3,"Reno, NV",12/9/20 0:14
RT @choycebrown: mango is the best fruit,KestonVan,,12/9/20 0:14
"RT @DRayDavis: …enjoy the fruit of his mercy, love, and grace in your life today. But keep an eye on eternity. Lift your eyes from the pain…",BGCRuralMatters,Global,12/9/20 0:14
"@FoodNetwork Nuts, pretzels, dried fruit",LindaMartinhat1,,12/9/20 0:14
RT @choycebrown: mango is the best fruit,ughtalisha,"Fayetteville, NC",12/9/20 0:14
RT @choycebrown: mango is the best fruit,Girlthts_tee,,12/9/20 0:14
@bloodiedsword lol fruit,snowfaIIkiss,🔶️ ✿ × lesbian × canadian,12/9/20 0:14
RT @choycebrown: mango is the best fruit,arantayy,Panama,12/9/20 0:14
"RT @alepistii: techno-chan :]
if it flops I never posted this and it's all fruit of your imagination 
#technofanart #technoblade https://t.…",soyspof,"""your tommy"" ""your tubbo""",12/9/20 0:14
"RT @UFWupdates: Imelda shared a video of the kiwi harvest in Kern County CA. Working 6 days a week, 9 hours a day, Imelda and her coworkers…",epidatageek,,12/9/20 0:14
RT @EckTOLLEQuotes: Do not be concerned with the fruit of your action - just give attention to the action itself. The fruit will come of it…,g0ddess0fNas,lalaland,12/9/20 0:14
"RT @alepistii: techno-chan :]
if it flops I never posted this and it's all fruit of your imagination 
#technofanart #technoblade https://t.…",ardentflan,"he/him, white, 22",12/9/20 0:14
RT @EckTOLLEQuotes: Do not be concerned with the fruit of your action - just give attention to the action itself. The fruit will come of it…,outtayourgalaxy,"Anaheim, CA",12/9/20 0:14
RT @BobbiKillaBee: The star on my Yule tree was given to me by my grandmother. It’s probably 25 years old. Every year her and my grandpa wo…,DennisChars,"Racine, WI",12/9/20 0:14
RT @EckTOLLEQuotes: Do not be concerned with the fruit of your action - just give attention to the action itself. The fruit will come of it…,iamjaesol,West London ,12/9/20 0:14
RT @choycebrown: mango is the best fruit,_LopezRegine,,12/9/20 0:14
RT @eggboypriestman: YOU MEAN TO ME??? WELL THEN I CRUSH YOU LIKE FRUIT GUSHER!!!! YARRRRRRGGHHHHHH,missblankslate,she/they • 🌙,12/9/20 0:14
RT @choycebrown: mango is the best fruit,_mxlak_,Hot girl place ,12/9/20 0:14
RT @choycebrown: mango is the best fruit,infanymisla,,12/9/20 0:14
📷 juicy-fruit-2: Check Out the Juicy-Fruit Archive https://t.co/fhSFdKJw2Y,DanielJaneiroxx,"San Diego, CA",12/9/20 0:14
"RT @itzhq: [HIRAYA]
-“fruit of one’s hopes, dreams, and aspirations”

Akaashi Keiji is a professional writer who simps for the model Bokuto…",Janineeee26,keiji brrr,12/9/20 0:14
RT @EckTOLLEQuotes: Do not be concerned with the fruit of your action - just give attention to the action itself. The fruit will come of it…,BlessYourHouse,Nationwide,12/9/20 0:14
RT @choycebrown: mango is the best fruit,kwonalonzo,"Philadelphia, PA",12/9/20 0:14
"so im over here struggling with my paper and my mum just came in with a sandwich and some cut fruit

it doesn't get… https://t.co/x5Pvi5t0tO",anewlyfoundsoul,between hell and earth,12/9/20 0:14
it's funny how i don't like grapefruit but i like grape the fruit,traderjoels,"London, England",12/9/20 0:14
"@EstulinDaniel TY Dan

Are these validated numbers ?

It's the lowest if low hanging fruit to to comp actuary table… https://t.co/XZ4muMFin7",Ears2Hear2,"""IF"" by Kipling",12/9/20 0:14
RT @choycebrown: mango is the best fruit,sou_a_Goofy,,12/9/20 0:14
Fruit parfait and a yummy smoothie https://t.co/D8gcHw4CNF,gohealthyworld,,12/9/20 0:14
@Fruit_Slinger First class is when the stewardess doesn’t drone on about how her Nan is doing before she throws you… https://t.co/Gj1Lfi1zBc,caperadam,"Halifax, Nova Scotia",12/9/20 0:13
RT @choycebrown: mango is the best fruit,derivadaz,Lima,12/9/20 0:13
RT @JordiSalasSalva: Eating dried fruit may be linked with better diet quality and health markers https://t.co/MjuToXOwp2,La_mar_nostra,Lleida,12/9/20 0:13
RT @choycebrown: mango is the best fruit,ssstepphanieee,"Los Angeles, CA",12/9/20 0:13
RT @choycebrown: mango is the best fruit,Kennyenny123,,12/9/20 0:13
RT @choycebrown: mango is the best fruit,KierraOmo,"Chicago, IL",12/9/20 0:13
RT @choycebrown: mango is the best fruit,AriaThoya,,12/9/20 0:13
RT @choycebrown: mango is the best fruit,Nicolerussell02,,12/9/20 0:13
"RT @UFWupdates: Imelda shared a video of the kiwi harvest in Kern County CA. Working 6 days a week, 9 hours a day, Imelda and her coworkers…",sujilu,,12/9/20 0:13
"RT @sunnyscript: Everybody's dying, bitch. Let's get you some fruit.",AnimeOnVHS,,12/9/20 0:13
"ANOTHER ONE!!! (repost because of corrections lmaoo)

@JustDehHere issa happy client and y'all better buy those fru… https://t.co/oEhjAWttCU",_awkxward_,Montego Bay,12/9/20 0:13
RT @EckTOLLEQuotes: Do not be concerned with the fruit of your action - just give attention to the action itself. The fruit will come of it…,BeingRejoice,,12/9/20 0:13
RT @VlRGOSOL: this is fucked but im also kind of laughing thinking abt gongmyung in some warm waiting room texting doyoung who’s out in the…,weremess,,12/9/20 0:13
RT @realTuckFrumper: A neurotoxic insecticide sprayed on corn and fruit remains legal thanks to Trump’s EPA https://t.co/hnGyMPDPt2,Lisa90295545,USA,12/9/20 0:13
RT @choycebrown: mango is the best fruit,BBiancajada,Toronto ,12/9/20 0:13
"Got out of the house for a bit this morning, and also worked on my shop for a bit and then wrapped some presents. N… https://t.co/J4v1y090u7",robotexplosion,"Wellington, NZ",12/9/20 0:13
RT @choycebrown: mango is the best fruit,Keyonuhhh,"Houston, TX",12/9/20 0:13
"@NeilShenvi Thanks to @QTheology, @SoulforceOrg, @GodisGreyxo and more I have the relationship with Christ that eva… https://t.co/eeo0oP0WJE",mikester,"Phoenix, AZ",12/9/20 0:13
"RT @alepistii: techno-chan :]
if it flops I never posted this and it's all fruit of your imagination 
#technofanart #technoblade https://t.…",TrashsamaRE,,12/9/20 0:13
RT @choycebrown: mango is the best fruit,mdotxx,Atl➡️Dtx,12/9/20 0:13
RT @leedoeus: hwanwoong is kiwi because the outside is kind of rough but when cut you can tell the taste color and shape. dongju is tangeri…,miinsomnia,agusia ☾ bsungsquad,12/9/20 0:13
"RT @myouishyo: I want to suggest alternative  theory for Twice Paradise lost trilogy 

Tl;dr: Mina is Eve and Jihyo is Adam

Mina ate the f…",ktub_in,around the world,12/9/20 0:13
@AlexAurlom @ttlmmky @Popehat Some are nutty  so one are fruit cakes many are democratic Americans,LeosYiannis,,12/9/20 0:13
@MysterySolvent A fruit?,ChrisKirouac,"Hamilton, Ontario",12/9/20 0:13
RT @EckTOLLEQuotes: Do not be concerned with the fruit of your action - just give attention to the action itself. The fruit will come of it…,_TheLiight,,12/9/20 0:13
"RT @baddiegloss: Treat yourself to the cutest lil lip glosses ever! 🍇 🍉 

https://t.co/xycdrMH7pX… https://t.co/hpKur83fKt",AimsArt2,,12/9/20 0:13
RT @choycebrown: mango is the best fruit,Kxng_nu,w/ royalty ,12/9/20 0:12
RT @EckTOLLEQuotes: Do not be concerned with the fruit of your action - just give attention to the action itself. The fruit will come of it…,pint_ette,in a glass case of emotion,12/9/20 0:12
"Away from the fruit less ways!
Away from chronic compulsive usage of vices
Whatever it might be
Free your selfs",wordz_2,,12/9/20 0:12
RT @choycebrown: mango is the best fruit,veronicamsm99,Portugal,12/9/20 0:12
"@pablothecatsnek @thepopeofmusic if you're so gay, then name every fruit.",MothyEnby,Moth/Moth,12/9/20 0:12
RT @choycebrown: mango is the best fruit,kittykatdessi,"Atlanta, GA",12/9/20 0:12
@ilyfruity @5laynIacc @STR4NGED0C_ @Nico_Weako @helwofn @MynameGuff @AIimity @PrivateFaby @WeStanTheSeven @Cupca8… https://t.co/ZgcH80ORMj,Hopelesscaesar1,Home,12/9/20 0:12
RT @choycebrown: mango is the best fruit,AmbyrJanille,,12/9/20 0:12
40-Count 6-Oz Capri Sun Roarin' Waters Beverage (Fruit Punch) $6.30 &amp; More w/ Subscribe &amp; Save https://t.co/0e3ml3FOFY,SlickdealsFeed,,12/9/20 0:12
"RT @UFWupdates: Imelda shared a video of the kiwi harvest in Kern County CA. Working 6 days a week, 9 hours a day, Imelda and her coworkers…",puthylover4,ACOTAR,12/9/20 0:12
RT @choycebrown: mango is the best fruit,sofiaromero42,,12/9/20 0:12
@MrtaterD I know tomatoes are fruits (well not exactly but) buuut i am just no big fan of warm fruits...I don’t eve… https://t.co/VPnlUncGZp,Julovesyunhwa,21 | multi ,12/9/20 0:12
"RT @HeineKapp: So as to walk in a manner worthy of the Lord, fully pleasing to him, bearing fruit in every good work and increasing in the…",naninthelight,"Texas, USA",12/9/20 0:12
"RT @myouishyo: I want to suggest alternative  theory for Twice Paradise lost trilogy 

Tl;dr: Mina is Eve and Jihyo is Adam

Mina ate the f…",KiMKiM3712,,12/9/20 0:12
"RT @HarryOxford6: “To #sleep, perchance to #dream ”Master William #Shakespeare  had uttered once when he was feeding me titbits of fruit🍒an…",HarryOxford6,Dorset U.K,12/9/20 0:12
RT @choycebrown: mango is the best fruit,sageeexoxo,,12/9/20 0:12
RT @choycebrown: mango is the best fruit,bronwyn_rose13,,12/9/20 0:12
RT @choycebrown: mango is the best fruit,mxnnie__,on da court. ,12/9/20 0:12
im sick of this little fruit though. remember when we thought pre-5.0 emet-selch was a dramatic fuck,sarkenoth,"Philadelphia, PA",12/9/20 0:12
RT @realTuckFrumper: A neurotoxic insecticide sprayed on corn and fruit remains legal thanks to Trump’s EPA https://t.co/hnGyMPDPt2,SterlingLadyJ,"Lake San Marcos, CA",12/9/20 0:12
RT @choycebrown: mango is the best fruit,kat_white97,nc,12/9/20 0:12
@Fruit_Slinger Thanks Slingy,HalifaxNinja,"Halifax, Nova Scotia",12/9/20 0:12
RT @choycebrown: mango is the best fruit,agueda_jene,,12/9/20 0:12
RT @choycebrown: mango is the best fruit,sebash08,"Houston, TX",12/9/20 0:12
I'm fruit blind.,JonRiceCrypto,USA,12/9/20 0:12
"RT @ArtDivinity: Imaginative inking in bed
 Art Stories, illustration-  journals , ink on paper. The “Fruit We See” 
Artist @CJtheFineArtis…",CJtheFineArtist,"Los Angeles, CA",12/9/20 0:12
@upstephanie I hope it was absolutely delicious! And I hope the fool behind you ended up with moldy fruit in their smoothie.,Safimod,"Regina, Saskatchewan",12/9/20 0:12
